,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000
0,0.0,176457.08237599998,176457.08237599998,176457.08237599998,176457.08237599998,176457.08237599998,176457.08237599998,176457.08237599998,176457.08237599998,176457.08237599998
1,0.0,0.0,0.0,275017.211391,203573.688071,200980.49219999998,182591.036135,182591.036135,182591.036135,182591.036135
2,0.0,0.0,231462.95515700002,210739.96606499996,210739.96606499996,189245.578526,184180.58142199996,184180.58142199996,184180.58142199996,184180.58142199996
3,0.0,0.0,147515.16984800002,147515.16984800002,147515.16984800002,147515.16984800002,147515.16984800002,147515.16984800002,147515.16984800002,147515.16984800002
4,0.0,134857.913849,134857.913849,134857.913849,134857.913849,134857.913849,134857.913849,134857.913849,134857.913849,134857.913849
5,0.0,0.0,0.0,181271.40631899997,181271.40631899997,181271.40631899997,181271.40631899997,181271.40631899997,181271.40631899997,181271.40631899997
6,0.0,0.0,0.0,0.0,137712.270301,137712.270301,137712.270301,137712.270301,137712.270301,137712.270301
7,0.0,0.0,0.0,140754.693943,140754.693943,140754.693943,140754.693943,140754.693943,140754.693943,140754.693943
8,0.0,0.0,0.0,0.0,210032.23549199995,150227.393736,150227.393736,150227.393736,150227.393736,150227.393736
9,0.0,0.0,0.0,189206.05303199997,148810.724398,148810.724398,148810.724398,148810.724398,148810.724398,148810.724398
10,0.0,0.0,0.0,157837.46297,150238.767581,150238.767581,150238.767581,150238.767581,150238.767581,150238.767581
11,214762.855297,214762.855297,166085.952536,149754.92344199997,149754.92344199997,149754.92344199997,149754.92344199997,149754.92344199997,149754.92344199997,149754.92344199997
12,0.0,194080.57044499996,182737.954864,182737.954864,166671.372017,166671.372017,166671.372017,166671.372017,166671.372017,166671.372017
13,0.0,0.0,0.0,196548.81359799995,166882.382168,166882.382168,166882.382168,166882.382168,166882.382168,166882.382168
14,0.0,0.0,154444.602027,154444.602027,154444.602027,154444.602027,154444.602027,154444.602027,154444.602027,154444.602027
15,0.0,0.0,0.0,193917.32093699998,182047.900182,182047.900182,182047.900182,182047.900182,182047.900182,182047.900182
16,0.0,0.0,0.0,196332.6994,196332.6994,171518.24186500005,171518.24186500005,171518.24186500005,171518.24186500005,171518.24186500005
17,0.0,0.0,0.0,130578.93698599999,130578.93698599999,130578.93698599999,130578.93698599999,130578.93698599999,130578.93698599999,130578.93698599999
18,0.0,0.0,0.0,161536.08911199996,161536.08911199996,161536.08911199996,161536.08911199996,161536.08911199996,161536.08911199996,161536.08911199996
19,0.0,209867.50367,194538.39679399994,194538.39679399994,185316.413586,185316.413586,185316.413586,185316.413586,185316.413586,185316.413586
20,0.0,0.0,0.0,0.0,186951.942306,186951.942306,176691.37158999997,176691.37158999997,176691.37158999997,176691.37158999997
21,0.0,211623.003334,211623.003334,187758.450098,187758.450098,187758.450098,187758.450098,187758.450098,187758.450098,187758.450098
22,0.0,0.0,0.0,161814.66153699998,151140.678747,151140.678747,151140.678747,151140.678747,151140.678747,151140.678747
23,0.0,173736.63587300002,166162.29306999999,166162.29306999999,166162.29306999999,166162.29306999999,166162.29306999999,166162.29306999999,166162.29306999999,166162.29306999999
24,0.0,245067.99650399998,232917.378828,221183.58772,171932.058226,171932.058226,171932.058226,171932.058226,171932.058226,171932.058226
25,0.0,224480.54738999996,202586.24281400006,201672.322874,201672.322874,201672.322874,201672.322874,201672.322874,201672.322874,201672.322874
26,0.0,0.0,205831.807036,180787.99441299998,180787.99441299998,180787.99441299998,180787.99441299998,180787.99441299998,180787.99441299998,180787.99441299998
27,0.0,0.0,0.0,207718.441032,151717.086242,151717.086242,151717.086242,151717.086242,151717.086242,151717.086242
28,0.0,193354.23880999995,185635.78213600002,185635.78213600002,185635.78213600002,185635.78213600002,185635.78213600002,185635.78213600002,185635.78213600002,185635.78213600002
29,0.0,169889.489524,169889.489524,157064.9214,157064.9214,157064.9214,157064.9214,157064.9214,157064.9214,157064.9214
30,0.0,0.0,181105.44311999995,154174.09723600003,154174.09723600003,154174.09723600003,154174.09723600003,154174.09723600003,154174.09723600003,154174.09723600003
31,0.0,0.0,0.0,188129.426495,188129.426495,164035.42147099998,164035.42147099998,164035.42147099998,164035.42147099998,164035.42147099998
32,0.0,0.0,230195.44488,163190.55577100004,163190.55577100004,163190.55577100004,163190.55577100004,163190.55577100004,163190.55577100004,163190.55577100004
33,0.0,0.0,0.0,161417.478183,161417.478183,161417.478183,161417.478183,161417.478183,161417.478183,161417.478183
34,0.0,0.0,167705.355576,161893.69184999997,161893.69184999997,161893.69184999997,161893.69184999997,161893.69184999997,161893.69184999997,161893.69184999997
35,0.0,0.0,184582.901284,182108.84989599997,182108.84989599997,182108.84989599997,182108.84989599997,182108.84989599997,182108.84989599997,182108.84989599997
36,0.0,0.0,197225.039472,193254.28304399998,178300.18563099997,178300.18563099997,178300.18563099997,178300.18563099997,178300.18563099997,178300.18563099997
37,0.0,0.0,0.0,189387.99285500005,186174.53983599995,185317.28599399995,181785.473579,179063.83193199997,178155.917485,178155.917485
38,0.0,0.0,180632.73460999998,172178.728523,167050.59722500003,167050.59722500003,167050.59722500003,167050.59722500003,167050.59722500003,167050.59722500003
39,0.0,0.0,210491.94186,186377.50020599997,174735.238027,174735.238027,174735.238027,174735.238027,174735.238027,174735.238027
40,0.0,0.0,191180.09769300002,162195.783642,134548.036647,134548.036647,134548.036647,134548.036647,134548.036647,134548.036647
41,0.0,0.0,0.0,0.0,148306.621408,146250.00337100003,146250.00337100003,146250.00337100003,146250.00337100003,146250.00337100003
42,0.0,0.0,217143.10736899998,172524.87835000004,172524.87835000004,172524.87835000004,172524.87835000004,172524.87835000004,172524.87835000004,172524.87835000004
43,0.0,0.0,0.0,0.0,184419.49053699995,165275.16808600002,160692.954126,160692.954126,160692.954126,160692.954126
44,0.0,178775.26664500003,178775.26664500003,152810.654076,152810.654076,152810.654076,152810.654076,152810.654076,152810.654076,152810.654076
45,0.0,239978.79593400002,180816.48101400002,180816.48101400002,180816.48101400002,180816.48101400002,180816.48101400002,180816.48101400002,180816.48101400002,180816.48101400002
46,205093.256161,174102.13246499997,162310.19372299997,162310.19372299997,162310.19372299997,162310.19372299997,162310.19372299997,162310.19372299997,162310.19372299997,162310.19372299997
47,0.0,0.0,0.0,222677.20156600006,197705.09130700002,197705.09130700002,194487.75694199995,194487.75694199995,194487.75694199995,194487.75694199995
48,0.0,0.0,0.0,174552.650124,174552.650124,174487.76838999995,174487.76838999995,174487.76838999995,174487.76838999995,174487.76838999995
49,0.0,0.0,0.0,0.0,220517.625876,160527.83130600004,160527.83130600004,160527.83130600004,160527.83130600004,160527.83130600004
50,0.0,0.0,0.0,174251.65564599994,141336.108863,141336.108863,141336.108863,141336.108863,141336.108863,141336.108863
51,0.0,0.0,186896.40233299998,168337.68330199996,168337.68330199996,159259.38992099997,159259.38992099997,159259.38992099997,159259.38992099997,159259.38992099997
52,0.0,0.0,177338.92980099996,177338.92980099996,141487.577341,141487.577341,141487.577341,141487.577341,141487.577341,141487.577341
53,0.0,235501.13231099996,189379.38838999998,181183.600843,178200.531138,178200.531138,178200.531138,178200.531138,178200.531138,178200.531138
54,0.0,0.0,178026.260925,173630.33500300001,173630.33500300001,167477.841918,167477.841918,167477.841918,167477.841918,167477.841918
55,0.0,0.0,0.0,199076.467279,190534.367792,189953.66387400005,189953.66387400005,189953.66387400005,189953.66387400005,189953.66387400005
56,0.0,0.0,197504.42422999998,195363.61412700004,181884.96359899998,181884.96359899998,181884.96359899998,181884.96359899998,181884.96359899998,181884.96359899998
57,0.0,0.0,172733.92818,157813.82457400003,157813.82457400003,157813.82457400003,157813.82457400003,157813.82457400003,157813.82457400003,157813.82457400003
58,0.0,0.0,0.0,0.0,165595.77003699998,157610.20466299998,157610.20466299998,157610.20466299998,157610.20466299998,157610.20466299998
59,0.0,0.0,184347.82334499998,184347.82334499998,170405.42978899996,166914.730394,166914.730394,166914.730394,166914.730394,166914.730394
60,0.0,0.0,0.0,197493.63997100006,191372.22590199998,158754.97812000004,158754.97812000004,158754.97812000004,158754.97812000004,158754.97812000004
61,192120.96849299996,192120.96849299996,192120.96849299996,192120.96849299996,192120.96849299996,192120.96849299996,192120.96849299996,192120.96849299996,192120.96849299996,192120.96849299996
62,188349.319334,167974.55332799998,166562.136532,157821.688222,157821.688222,157821.688222,157821.688222,157821.688222,157821.688222,157821.688222
63,0.0,146847.529839,137174.56830900002,137174.56830900002,137174.56830900002,137174.56830900002,137174.56830900002,137174.56830900002,137174.56830900002,137174.56830900002
64,0.0,0.0,190427.51497600003,173943.647874,173943.647874,173943.647874,173943.647874,173943.647874,173943.647874,173943.647874
65,0.0,0.0,0.0,151980.67948999995,144574.249206,144574.249206,144574.249206,144574.249206,144574.249206,144574.249206
66,0.0,0.0,188353.12392099996,178026.112602,174630.15200600002,174630.15200600002,174630.15200600002,174630.15200600002,174630.15200600002,174630.15200600002
67,0.0,0.0,189320.634669,148510.371828,148510.371828,148510.371828,148510.371828,148510.371828,148510.371828,148510.371828
68,0.0,0.0,149458.187205,116049.25254099998,116049.25254099998,116049.25254099998,116049.25254099998,116049.25254099998,116049.25254099998,116049.25254099998
69,0.0,0.0,0.0,0.0,0.0,141506.229402,141506.229402,141506.229402,141506.229402,141506.229402
70,0.0,171686.65372799998,171686.65372799998,171686.65372799998,171686.65372799998,171686.65372799998,171686.65372799998,171686.65372799998,171686.65372799998,171686.65372799998
71,0.0,0.0,0.0,243773.263454,180499.455926,180499.455926,180499.455926,180499.455926,180499.455926,180499.455926
72,0.0,169859.20812599995,165764.237956,163127.00702000002,161772.20912900002,161772.20912900002,161772.20912900002,161772.20912900002,161772.20912900002,161772.20912900002
73,0.0,0.0,0.0,0.0,309867.81234299997,194495.82663800006,178811.593581,178811.593581,178811.593581,178811.593581
74,0.0,0.0,0.0,168247.71569199997,164168.39797,164168.39797,164168.39797,164168.39797,164168.39797,164168.39797
75,0.0,0.0,178124.53623099995,157437.08828,157437.08828,157437.08828,157437.08828,157437.08828,157437.08828,157437.08828
76,0.0,0.0,0.0,145170.752065,133887.064782,133887.064782,133887.064782,133887.064782,133887.064782,133887.064782
77,0.0,0.0,197848.602136,186955.44857299997,180766.22956099996,180766.22956099996,180766.22956099996,180766.22956099996,180766.22956099996,180766.22956099996
78,0.0,0.0,216884.40398999996,155154.67947299997,155154.67947299997,155154.67947299997,155154.67947299997,155154.67947299997,155154.67947299997,155154.67947299997
79,0.0,0.0,0.0,0.0,187986.857182,178128.124299,178128.124299,178128.124299,178128.124299,178128.124299
80,0.0,0.0,177843.92700400003,171472.50552899996,171472.50552899996,171472.50552899996,171472.50552899996,171472.50552899996,171472.50552899996,171472.50552899996
81,0.0,0.0,260643.439342,252389.28157999995,225590.961683,224723.92483699997,180154.60621,180154.60621,180154.60621,180154.60621
82,0.0,0.0,198545.81780000005,182042.85304999998,182042.85304999998,182042.85304999998,182042.85304999998,182042.85304999998,182042.85304999998,182042.85304999998
83,0.0,171596.81306999997,165106.76847,165106.76847,165106.76847,165106.76847,165106.76847,165106.76847,165106.76847,165106.76847
84,0.0,0.0,0.0,223829.649719,187869.12409,181733.15465100005,175896.795383,175896.795383,175896.795383,175896.795383
85,0.0,0.0,0.0,144636.818209,144636.818209,144636.818209,144636.818209,144636.818209,144636.818209,144636.818209
86,0.0,0.0,190773.24042899997,183969.32688899996,183969.32688899996,183969.32688899996,183969.32688899996,183969.32688899996,183969.32688899996,183969.32688899996
87,0.0,0.0,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997
88,0.0,0.0,189930.00172400003,181000.45914199998,156832.454444,156832.454444,156832.454444,156832.454444,156832.454444,156832.454444
89,0.0,0.0,191970.20336799996,138182.887315,138182.887315,138182.887315,138182.887315,138182.887315,138182.887315,138182.887315
90,0.0,0.0,165979.877914,142504.882434,142504.882434,142504.882434,142504.882434,142504.882434,142504.882434,142504.882434
91,0.0,0.0,0.0,197140.43408599996,189782.42902199997,165589.99291200002,165589.99291200002,165589.99291200002,165589.99291200002,165589.99291200002
92,0.0,0.0,199467.559453,176907.80590399998,175878.007389,168861.9153,168861.9153,168861.9153,168861.9153,168861.9153
93,0.0,0.0,0.0,174874.554514,150946.13416500002,150946.13416500002,150946.13416500002,150946.13416500002,150946.13416500002,150946.13416500002
94,0.0,0.0,232471.831999,220617.49375499997,165045.59502500002,165045.59502500002,165045.59502500002,165045.59502500002,165045.59502500002,165045.59502500002
95,0.0,0.0,190547.046543,174626.026541,161927.084208,161927.084208,161927.084208,161927.084208,161927.084208,161927.084208
96,0.0,0.0,0.0,0.0,183481.39130200003,176270.26590199998,161086.81459099997,161086.81459099997,161086.81459099997,161086.81459099997
97,0.0,0.0,0.0,228257.00574599998,158576.88302599997,158576.88302599997,158576.88302599997,158576.88302599997,158576.88302599997,158576.88302599997
98,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436
99,0.0,0.0,173297.55842900003,173297.55842900003,154783.66987900002,154783.66987900002,154783.66987900002,154783.66987900002,154783.66987900002,154783.66987900002
